id,body,picture,actor,time,class,experiment_group
134,the best juices in Jeff City! Left: Carrot & mango. Right: banana & greens.,IMG_1153.JPG,bblueberryy,18:27,normal,var4
460,the best juices in Jeff City! Left: Carrot & mango. Right: banana & greens.,IMG_1153.JPG,bblueberryy,18:27,normal,var8
786,the best juices in Jeff City! Left: Carrot & mango. Right: banana & greens.,IMG_1153.JPG,bblueberryy,18:27,normal,var12
34,real cheeseburger or imposter? u guys decide,IMG_20160711_220819.jpg,localewis,19:02,cohort,var3
360,real cheeseburger or imposter? u guys decide,IMG_20160711_220819.jpg,localewis,19:02,cohort,var7
686,real cheeseburger or imposter? u guys decide,IMG_20160711_220819.jpg,localewis,19:02,cohort,var11
178,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,var4
504,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,var8
830,"pretty proud of myself after making this, amzing how good it can and feel and taste eating healthy!",53.jpg,southerngirlCel,19:13,normal,var12
16,working breakfast,zach-miles-229108.jpeg,M.Kapadia92,19:20,cohort,var1
342,working breakfast,zach-miles-229108.jpeg,M.Kapadia92,19:20,cohort,var5
668,working breakfast,zach-miles-229108.jpeg,M.Kapadia92,19:20,cohort,var9
230,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,var4
556,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,var8
882,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,var12
130,New kind of sourdough loaf! This one has a super crunchy crust and slices really well!,IMG_20170305_194214.jpg,kittycatbakes,19:23,normal,var4
456,New kind of sourdough loaf! This one has a super crunchy crust and slices really well!,IMG_20170305_194214.jpg,kittycatbakes,19:23,normal,var8
782,New kind of sourdough loaf! This one has a super crunchy crust and slices really well!,IMG_20170305_194214.jpg,kittycatbakes,19:23,normal,var12
173,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,var3
499,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,var7
825,Homemade or delivery? what do you think,57.jpg,Smitty12,20:01,normal,var11
166,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,var4
492,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,var8
818,it's a party: brie and jam toasts,20131224_235709000_iOS.jpg,karenM,20:14,normal,var12
125,Normally I'm a meat man but i tried my hand at a new biscuit recipe this morning. This one has cheddar cheese and some of the same herbs that we use for the chicken seasoning.,IMG_20170305_133402.jpg,Jcole9,20:19,normal,var3
451,Normally I'm a meat man but i tried my hand at a new biscuit recipe this morning. This one has cheddar cheese and some of the same herbs that we use for the chicken seasoning.,IMG_20170305_133402.jpg,Jcole9,20:19,normal,var7
777,Normally I'm a meat man but i tried my hand at a new biscuit recipe this morning. This one has cheddar cheese and some of the same herbs that we use for the chicken seasoning.,IMG_20170305_133402.jpg,Jcole9,20:19,normal,var11
219,Hanging out with the bitches today. ,180221-4.JPG,B.Mike,20:20,normal,var1
545,Hanging out with the bitches today. ,180221-4.JPG,B.Mike,20:20,normal,var5
871,Hanging out with the bitches today. ,180221-4.JPG,B.Mike,20:20,normal,var9
126,Close up of the biscuit so you can see the cheese.,IMG_20170305_133410.jpg,Jcole9,20:21,normal,var4
452,Close up of the biscuit so you can see the cheese.,IMG_20170305_133410.jpg,Jcole9,20:21,normal,var8
778,Close up of the biscuit so you can see the cheese.,IMG_20170305_133410.jpg,Jcole9,20:21,normal,var12
198,afternoon tea with my lil sis who really knows how to take a good photo lol,IMG_0485.PNG,mariaann,20:23,normal,var4
524,afternoon tea with my lil sis who really knows how to take a good photo lol,IMG_0485.PNG,mariaann,20:23,normal,var8
850,afternoon tea with my lil sis who really knows how to take a good photo lol,IMG_0485.PNG,mariaann,20:23,normal,var12
272, me when I walk into Earl's Buffet tonight,meme5.jpg,B.Mike,21:10,normal,var2
598, me when I walk into Earl's Buffet tonight,meme5.jpg,B.Mike,21:10,normal,var6
924, me when I walk into Earl's Buffet tonight,meme5.jpg,B.Mike,21:10,normal,var10
121,"This is what they're giving kids in movie theaters these days.  It's definitely creative... but even one of these sections would send my little man through the roof, so dad had to take over.",IMAG0039.jpg,john73,21:15,normal,var3
447,"This is what they're giving kids in movie theaters these days.  It's definitely creative... but even one of these sections would send my little man through the roof, so dad had to take over.",IMAG0039.jpg,john73,21:15,normal,var7
773,"This is what they're giving kids in movie theaters these days.  It's definitely creative... but even one of these sections would send my little man through the roof, so dad had to take over.",IMAG0039.jpg,john73,21:15,normal,var11
117,"I was digging through some old photos and wanted to share this baked squash that I made last fall.  The black specks aren't raisins, they're actually black currants - they have a kind of similar flavor but they seem so much fancier! Kind of like shallots are the fancier version of onions...",IMG_20151126_161749566.jpg,jackrussellmom,22:11,normal,var3
443,"I was digging through some old photos and wanted to share this baked squash that I made last fall.  The black specks aren't raisins, they're actually black currants - they have a kind of similar flavor but they seem so much fancier! Kind of like shallots are the fancier version of onions...",IMG_20151126_161749566.jpg,jackrussellmom,22:11,normal,var7
769,"I was digging through some old photos and wanted to share this baked squash that I made last fall.  The black specks aren't raisins, they're actually black currants - they have a kind of similar flavor but they seem so much fancier! Kind of like shallots are the fancier version of onions...",IMG_20151126_161749566.jpg,jackrussellmom,22:11,normal,var11
17,swordfish n broccoli rabe,alex-munsell-18756.jpeg,M.Kapadia92,22:45,cohort,var2
343,swordfish n broccoli rabe,alex-munsell-18756.jpeg,M.Kapadia92,22:45,cohort,var6
669,swordfish n broccoli rabe,alex-munsell-18756.jpeg,M.Kapadia92,22:45,cohort,var10
113,korean bbq with my babes 🍖,IMAG0160.jpg,wiz_khaleesi,23:07,normal,var3
439,korean bbq with my babes 🍖,IMAG0160.jpg,wiz_khaleesi,23:07,normal,var7
765,korean bbq with my babes 🍖,IMAG0160.jpg,wiz_khaleesi,23:07,normal,var11
108,research and a lovely ☕,IMG_5014.JPG,caffeinated,24:02,normal,var2
434,research and a lovely ☕,IMG_5014.JPG,caffeinated,24:02,normal,var6
760,research and a lovely ☕,IMG_5014.JPG,caffeinated,24:02,normal,var10
5,Woke up late and only had time to grab one of these for breakfast. Can you say accidental splurge?,20130726_145708000_iOS.jpg,coachmatthews,24:04,cohort,var2
331,Woke up late and only had time to grab one of these for breakfast. Can you say accidental splurge?,20130726_145708000_iOS.jpg,coachmatthews,24:04,cohort,var6
657,Woke up late and only had time to grab one of these for breakfast. Can you say accidental splurge?,20130726_145708000_iOS.jpg,coachmatthews,24:04,cohort,var10
278,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33,normal,var4
604,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33,normal,var8
930,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33,normal,var12
26,loved this spicy bratwurst lunch!,IMG_20170404_182858.jpg,ancho-n-cayenne,25:39,cohort,var3
352,loved this spicy bratwurst lunch!,IMG_20170404_182858.jpg,ancho-n-cayenne,25:39,cohort,var7
678,loved this spicy bratwurst lunch!,IMG_20170404_182858.jpg,ancho-n-cayenne,25:39,cohort,var11
48,taking a break from #pastaweek for some crab rangoons... made with leftover pasta dough!! :D,IMG_20170129_131732.jpg,casssssssssie,25:42,cohort,var2
374,taking a break from #pastaweek for some crab rangoons... made with leftover pasta dough!! :D,IMG_20170129_131732.jpg,casssssssssie,25:42,cohort,var6
700,taking a break from #pastaweek for some crab rangoons... made with leftover pasta dough!! :D,IMG_20170129_131732.jpg,casssssssssie,25:42,cohort,var10
104,"when you cant decide whether to have a burger or a hotdog, put hotdog slices on ur burger",IMG_20140725_192043063_HDR.jpg,MannyDL34,25:57,normal,var2
430,"when you cant decide whether to have a burger or a hotdog, put hotdog slices on ur burger",IMG_20140725_192043063_HDR.jpg,MannyDL34,25:57,normal,var6
756,"when you cant decide whether to have a burger or a hotdog, put hotdog slices on ur burger",IMG_20140725_192043063_HDR.jpg,MannyDL34,25:57,normal,var10
253,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05,normal,var3
579,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05,normal,var7
905,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05,normal,var11
258,Homemade kimchi-jjigae made to perfection! ,IMG_0701.jpg,aleeboi,26:08,normal,var4
584,Homemade kimchi-jjigae made to perfection! ,IMG_0701.jpg,aleeboi,26:08,normal,var8
910,Homemade kimchi-jjigae made to perfection! ,IMG_0701.jpg,aleeboi,26:08,normal,var12
100,turns out you really can make bread in a crock pot! 🍞 amazingly soft whole-grain bread too!,IMG_20141108_113638.jpg,earthpulse,26:53,normal,var2
426,turns out you really can make bread in a crock pot! 🍞 amazingly soft whole-grain bread too!,IMG_20141108_113638.jpg,earthpulse,26:53,normal,var6
752,turns out you really can make bread in a crock pot! 🍞 amazingly soft whole-grain bread too!,IMG_20141108_113638.jpg,earthpulse,26:53,normal,var10
6,One of the moms from my K-2 class made these adorable pig cookies! How cute are they?!,20131118_154942000_iOS.jpg,coachmatthews,27:17,cohort,var3
332,One of the moms from my K-2 class made these adorable pig cookies! How cute are they?!,20131118_154942000_iOS.jpg,coachmatthews,27:17,cohort,var7
658,One of the moms from my K-2 class made these adorable pig cookies! How cute are they?!,20131118_154942000_iOS.jpg,coachmatthews,27:17,cohort,var11
96,homemade mint ice cream 🍦 💚,monika-4.jpeg,lavenderrrrrr,27:49,normal,var2
422,homemade mint ice cream 🍦 💚,monika-4.jpeg,lavenderrrrrr,27:49,normal,var6
748,homemade mint ice cream 🍦 💚,monika-4.jpeg,lavenderrrrrr,27:49,normal,var10
183,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41,normal,var1
509,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41,normal,var5
835,It's always nice when I get some free time to do some baking :) This is one of my favourites; raisin cinnamon bread. An old family recipe!,75.jpg,hockeymom101,28:41,normal,var9
92,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var1
296,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var2
308,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var3
320,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var4
418,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var5
622,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var6
634,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var7
646,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var8
744,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var9
948,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var10
960,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var11
972,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var12
185,"Me and Murph went down to Louies Bar and Grill to watch the game, i couldn't resist taking a pic of their famous nacho platter",71.png,SamTHEMAN,29:15,normal,var3
511,"Me and Murph went down to Louies Bar and Grill to watch the game, i couldn't resist taking a pic of their famous nacho platter",71.png,SamTHEMAN,29:15,normal,var7
837,"Me and Murph went down to Louies Bar and Grill to watch the game, i couldn't resist taking a pic of their famous nacho platter",71.png,SamTHEMAN,29:15,normal,var11
7,"""pizza"" on zucchini slices is actually amazing! Love these easy low carb dinners.",20130721_000546845_iOS.jpg,coachmatthews,29:20,cohort,var4
333,"""pizza"" on zucchini slices is actually amazing! Love these easy low carb dinners.",20130721_000546845_iOS.jpg,coachmatthews,29:20,cohort,var8
659,"""pizza"" on zucchini slices is actually amazing! Love these easy low carb dinners.",20130721_000546845_iOS.jpg,coachmatthews,29:20,cohort,var12
250,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21,normal,var4
576,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21,normal,var8
902,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21,normal,var12
88,idk what these were called but they were kind of like sushi burritos,IMG_20160522_094535.jpg,fusionfeast,29:41,normal,var2
414,idk what these were called but they were kind of like sushi burritos,IMG_20160522_094535.jpg,fusionfeast,29:41,normal,var6
740,idk what these were called but they were kind of like sushi burritos,IMG_20160522_094535.jpg,fusionfeast,29:41,normal,var10
27,the filters on this chai are egregious but it was sooooooooooooo good!,kowalewski-5.jpeg,ancho-n-cayenne,29:55,cohort,var4
353,the filters on this chai are egregious but it was sooooooooooooo good!,kowalewski-5.jpeg,ancho-n-cayenne,29:55,cohort,var8
679,the filters on this chai are egregious but it was sooooooooooooo good!,kowalewski-5.jpeg,ancho-n-cayenne,29:55,cohort,var12
288,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15,normal,var2
614,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15,normal,var6
940,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15,normal,var10
246,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21,normal,var4
572,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21,normal,var8
898,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21,normal,var12
83,"has anyone else tried this rolled ice cream? This one is matcha with berries (and a random oreo that I definitely didn't ask for, but who can complain?). It was so fun watching them make it!",IMG_20170423_163934.jpg,sweetpea,30:37,normal,var1
409,"has anyone else tried this rolled ice cream? This one is matcha with berries (and a random oreo that I definitely didn't ask for, but who can complain?). It was so fun watching them make it!",IMG_20170423_163934.jpg,sweetpea,30:37,normal,var5
735,"has anyone else tried this rolled ice cream? This one is matcha with berries (and a random oreo that I definitely didn't ask for, but who can complain?). It was so fun watching them make it!",IMG_20170423_163934.jpg,sweetpea,30:37,normal,var9
158,"splurge breakfast: waffle with strawberries, fresh whipped cream, and lemon curd. Jess got the one with chocolate chips but I forgot to grab a pic for y'all.",IMG_0410.JPG,lee.alexa,351:49,cohort,var4
484,"splurge breakfast: waffle with strawberries, fresh whipped cream, and lemon curd. Jess got the one with chocolate chips but I forgot to grab a pic for y'all.",IMG_0410.JPG,lee.alexa,351:49,cohort,var8
810,"splurge breakfast: waffle with strawberries, fresh whipped cream, and lemon curd. Jess got the one with chocolate chips but I forgot to grab a pic for y'all.",IMG_0410.JPG,lee.alexa,351:49,cohort,var12
217,Ramen. ,180221-16.JPG,DonDonDonna,352:00,normal,var3
543,Ramen. ,180221-16.JPG,DonDonDonna,352:00,normal,var7
869,Ramen. ,180221-16.JPG,DonDonDonna,352:00,normal,var11
237,So what? It's my cheat day.,0222-21.png,sweetietooth,352:16,normal,var3
563,So what? It's my cheat day.,0222-21.png,sweetietooth,352:16,normal,var7
889,So what? It's my cheat day.,0222-21.png,sweetietooth,352:16,normal,var11
75,I've been trying to keep everyone's plates at least 1/3 green.  Hubby and I are enjoying it- the kids not so much. ,IMAG0086.jpg,livelaughlove,352:29,normal,var1
401,I've been trying to keep everyone's plates at least 1/3 green.  Hubby and I are enjoying it- the kids not so much. ,IMAG0086.jpg,livelaughlove,352:29,normal,var5
727,I've been trying to keep everyone's plates at least 1/3 green.  Hubby and I are enjoying it- the kids not so much. ,IMAG0086.jpg,livelaughlove,352:29,normal,var9
71,no bread today... but I did make funeral potatoes! #potluck,20131212_011016090_iOS.jpg,breethebaker,353:25,normal,var1
397,no bread today... but I did make funeral potatoes! #potluck,20131212_011016090_iOS.jpg,breethebaker,353:25,normal,var5
723,no bread today... but I did make funeral potatoes! #potluck,20131212_011016090_iOS.jpg,breethebaker,353:25,normal,var9
67,this said it was beer-battered fish and chips but I think it was just regular batter. I have made beer batter before and I could taste the beer then and I could not taste the beer flavor in this. but it was still good.,IMAG0038.jpg,SnakeCharmer,354:21,normal,var1
393,this said it was beer-battered fish and chips but I think it was just regular batter. I have made beer batter before and I could taste the beer then and I could not taste the beer flavor in this. but it was still good.,IMAG0038.jpg,SnakeCharmer,354:21,normal,var5
719,this said it was beer-battered fish and chips but I think it was just regular batter. I have made beer batter before and I could taste the beer then and I could not taste the beer flavor in this. but it was still good.,IMAG0038.jpg,SnakeCharmer,354:21,normal,var9
222,More egg benidict :D #ExcuseMyLaptopWatchingModernFamily,180221-22.JPG,Lisa181818,354:23,normal,var4
548,More egg benidict :D #ExcuseMyLaptopWatchingModernFamily,180221-22.JPG,Lisa181818,354:23,normal,var8
874,More egg benidict :D #ExcuseMyLaptopWatchingModernFamily,180221-22.JPG,Lisa181818,354:23,normal,var12
179,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,354:45,normal,var1
505,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,354:45,normal,var5
831,"Sushi, my guilty pleasure....california and salmon rolls. I'm spoiling myself today. Check out SushibyDave downtown on Locke Street, great food :)",59.jpg,southerngirlCel,354:45,normal,var9
262,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,354:46,normal,var4
588,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,354:46,normal,var8
914,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,354:46,normal,var12
167,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,355:15,normal,var1
493,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,355:15,normal,var5
819,i had this pizza yesterday,IMG_20170125_175755.jpg,jake_turk,355:15,normal,var9
63,A first for me: cake with marshmallow cream frosting. The cake is somewhat less sweet to offset the sweetness of the icing. Definitely trying this one myself!,IMG_1240.JPG,ria_camiii,355:17,normal,var1
389,A first for me: cake with marshmallow cream frosting. The cake is somewhat less sweet to offset the sweetness of the icing. Definitely trying this one myself!,IMG_1240.JPG,ria_camiii,355:17,normal,var5
715,A first for me: cake with marshmallow cream frosting. The cake is somewhat less sweet to offset the sweetness of the icing. Definitely trying this one myself!,IMG_1240.JPG,ria_camiii,355:17,normal,var9
59,can you believe this popsicle! anyway I thought it was going to be strawberry but it was actually bubblegum 😞,IMG_20130802_220459.jpg,tastyrobot,356:03,normal,var1
385,can you believe this popsicle! anyway I thought it was going to be strawberry but it was actually bubblegum 😞,IMG_20130802_220459.jpg,tastyrobot,356:03,normal,var5
711,can you believe this popsicle! anyway I thought it was going to be strawberry but it was actually bubblegum 😞,IMG_20130802_220459.jpg,tastyrobot,356:03,normal,var9
18,mom's favorite,toa-heftiba-88630.jpeg,M.Kapadia92,356:10,cohort,var3
344,mom's favorite,toa-heftiba-88630.jpeg,M.Kapadia92,356:10,cohort,var7
670,mom's favorite,toa-heftiba-88630.jpeg,M.Kapadia92,356:10,cohort,var11
79,"this was really good but when I order spaghetti and meatballs, I'm expecting meatballS, not one meatball",IMG_20170519_184216.jpg,NoahM1121,356:33,normal,var1
405,"this was really good but when I order spaghetti and meatballs, I'm expecting meatballS, not one meatball",IMG_20170519_184216.jpg,NoahM1121,356:33,normal,var5
731,"this was really good but when I order spaghetti and meatballs, I'm expecting meatballS, not one meatball",IMG_20170519_184216.jpg,NoahM1121,356:33,normal,var9
188,Oh... hell... yesssss!,180221-0.jpg,BeardedMatt,357:23,normal,var2
514,Oh... hell... yesssss!,180221-0.jpg,BeardedMatt,357:23,normal,var6
840,Oh... hell... yesssss!,180221-0.jpg,BeardedMatt,357:23,normal,var10
242,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,357:39,normal,var4
568,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,357:39,normal,var8
894,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,357:39,normal,var12
35,ya boy made spaghetti! looks like hair haha,IMG_20170107_172633.jpg,localewis,358:10,cohort,var4
361,ya boy made spaghetti! looks like hair haha,IMG_20170107_172633.jpg,localewis,358:10,cohort,var8
687,ya boy made spaghetti! looks like hair haha,IMG_20170107_172633.jpg,localewis,358:10,cohort,var12
28,spicy breakfast hash <33333,IMG_20170513_105531.jpg,ancho-n-cayenne,358:41,cohort,var1
354,spicy breakfast hash <33333,IMG_20170513_105531.jpg,ancho-n-cayenne,358:41,cohort,var5
680,spicy breakfast hash <33333,IMG_20170513_105531.jpg,ancho-n-cayenne,358:41,cohort,var9
50,I love that they also serve coffee on the adorable vintage china!!,IMG_4416.JPG,casssssssssie,358:43,cohort,var3
376,I love that they also serve coffee on the adorable vintage china!!,IMG_4416.JPG,casssssssssie,358:43,cohort,var7
702,I love that they also serve coffee on the adorable vintage china!!,IMG_4416.JPG,casssssssssie,358:43,cohort,var11
149,dinner I forgot to post from a few nights ago - spinach salad w/ shrimp!,IMG_20170125_175759.jpg,artisanalways,358:44,normal,var3
475,dinner I forgot to post from a few nights ago - spinach salad w/ shrimp!,IMG_20170125_175759.jpg,artisanalways,358:44,normal,var7
801,dinner I forgot to post from a few nights ago - spinach salad w/ shrimp!,IMG_20170125_175759.jpg,artisanalways,358:44,normal,var11
36,that pasta from before all cooked up n ready for sauce,IMG_20161230_213314.jpg,localewis,359:11,cohort,var1
362,that pasta from before all cooked up n ready for sauce,IMG_20161230_213314.jpg,localewis,359:11,cohort,var5
688,that pasta from before all cooked up n ready for sauce,IMG_20161230_213314.jpg,localewis,359:11,cohort,var9
19,great fry presentation @ Avanti on 8th av,stephanie-mccabe-92136.jpeg,M.Kapadia92,359:25,cohort,var4
345,great fry presentation @ Avanti on 8th av,stephanie-mccabe-92136.jpeg,M.Kapadia92,359:25,cohort,var8
671,great fry presentation @ Avanti on 8th av,stephanie-mccabe-92136.jpeg,M.Kapadia92,359:25,cohort,var12
145,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var1
301,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var2
313,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var3
325,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var4
471,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var5
627,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var6
639,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var7
651,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var8
797,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var9
953,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var10
965,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var11
977,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var12
201,"Had this in NYC, don't know what it's called but it tastes weirdly good lol",IMG_6902.jpg,thisisalfie1998,359:56,normal,var3
527,"Had this in NYC, don't know what it's called but it tastes weirdly good lol",IMG_6902.jpg,thisisalfie1998,359:56,normal,var7
853,"Had this in NYC, don't know what it's called but it tastes weirdly good lol",IMG_6902.jpg,thisisalfie1998,359:56,normal,var11
210,Ramen for today's lunch with colleagues,IMG_5241.JPG,TimBJenkins,359:57,normal,var4
536,Ramen for today's lunch with colleagues,IMG_5241.JPG,TimBJenkins,359:57,normal,var8
862,Ramen for today's lunch with colleagues,IMG_5241.JPG,TimBJenkins,359:57,normal,var12
29,pretty good Thai pork! could have used more chiles but I'm still a fan.,IMG_20170527_192058.jpg,ancho-n-cayenne,360:04,cohort,var2
355,pretty good Thai pork! could have used more chiles but I'm still a fan.,IMG_20170527_192058.jpg,ancho-n-cayenne,360:04,cohort,var6
681,pretty good Thai pork! could have used more chiles but I'm still a fan.,IMG_20170527_192058.jpg,ancho-n-cayenne,360:04,cohort,var10
141,a little ranbow salad! soooooooooo much chopping though :P  #eatclean,vegan6.jpg,breathe_in,360:36,normal,var3
467,a little ranbow salad! soooooooooo much chopping though :P  #eatclean,vegan6.jpg,breathe_in,360:36,normal,var7
793,a little ranbow salad! soooooooooo much chopping though :P  #eatclean,vegan6.jpg,breathe_in,360:36,normal,var11
259,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,361:04,normal,var1
585,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,361:04,normal,var5
911,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,361:04,normal,var9
135,this veggie panini was perfect! there was the perfect amount of avocado to keep it juicy. I definitely did not miss the meat or cheese!,vegan1.jpg,bblueberryy,362:28,normal,var1
461,this veggie panini was perfect! there was the perfect amount of avocado to keep it juicy. I definitely did not miss the meat or cheese!,vegan1.jpg,bblueberryy,362:28,normal,var5
787,this veggie panini was perfect! there was the perfect amount of avocado to keep it juicy. I definitely did not miss the meat or cheese!,vegan1.jpg,bblueberryy,362:28,normal,var9
233,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,363:21,normal,var3
559,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,363:21,normal,var7
885,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,363:21,normal,var11
131,"Throwback to when my bf and I got Starbucks in China and they labeled our cups ""foreigner""! 😂",IMG_20160818_151848.jpg,kittycatbakes,363:24,normal,var1
